cod_cor,denumire,denumire_normalizata,grupa_majora,subgrupa_majora,grupa_minora,isco_grupa_de_baza
812132,laminator de benzi la rece,laminator de benzi la rece,8,81,812,8121
812133,presator de țevi la cald și profiluri prin extruziune,presator de tevi la cald si profiluri prin extruziune,8,81,812,8121
812134,alimentator-încălzitor de materiale,alimentator incalzitor de materiale,8,81,812,8121
812135,operator la cuptoare și instalații pentru turnarea și laminarea metalelor,operator la cuptoare si instalatii pentru turnarea si laminarea metalelor,8,81,812,8121
812136,laminator,laminator,8,81,812,8121
812137,"termist-tratamentist de produse brute, forjate, turnate sau laminate",termist tratamentist de produse brute forjate turnate sau laminate,8,81,812,8121
812138,"termist-tratamentist de piese semifabricate, finite",termist tratamentist de piese semifabricate finite,8,81,812,8121
812139,călitor prin inducție sau cu flacără,calitor prin inductie sau cu flacara,8,81,812,8121
812140,călitor scule,calitor scule,8,81,812,8121
812141,termist-tratamentist,termist tratamentist,8,81,812,8121
812142,operator la instalații de tratament termic cu procesare,operator la instalatii de tratament termic cu procesare,8,81,812,8121
812143,operator la pregătirea șarjelor pentru tratament termic,operator la pregatirea sarjelor pentru tratament termic,8,81,812,8121
812144,finisor laminate și trefilate,finisor laminate si trefilate,8,81,812,8121
812145,decapator,decapator,8,81,812,8121
812146,regulator țevi,regulator tevi,8,81,812,8121
812147,"trefilator, trăgător",trefilator tragator,8,81,812,8121
812201,galvanizator,galvanizator,8,81,812,8122
812202,metalizator prin pulverizare,metalizator prin pulverizare,8,81,812,8122
812203,metalizator prin cufundare în metal topit,metalizator prin cufundare in metal topit,8,81,812,8122
812204,confecționer protecții și obiecte anticorozive,confectioner protectii si obiecte anticorozive,8,81,812,8122
812205,emailator,emailator,8,81,812,8122
812206,operator la confecționarea materialelor electroizolante,operator la confectionarea materialelor electroizolante,8,81,812,8122
812207,matisor cabluri,matisor cabluri,8,81,812,8122
812208,metalizator-termist,metalizator termist,8,81,812,8122
812209,arzător email,arzator email,8,81,812,8122
812210,emailator insigne și decorații,emailator insigne si decoratii,8,81,812,8122
812211,emailator firme și decoruri,emailator firme si decoruri,8,81,812,8122
812212,emailator prin pudrare,emailator prin pudrare,8,81,812,8122
812213,emailator prin pulverizare,emailator prin pulverizare,8,81,812,8122
812214,preparator email,preparator email,8,81,812,8122
812215,emailator prin imersiune,emailator prin imersiune,8,81,812,8122
812216,acoperitor metale,acoperitor metale,8,81,812,8122
812217,poleitor filiere,poleitor filiere,8,81,812,8122
812218,protejator conductori cabluri și condensatori statici de forță,protejator conductori cabluri si condensatori statici de forta,8,81,812,8122
812219,confecționer izolații la conductori electrici,confectioner izolatii la conductori electrici,8,81,812,8122
812220,confecționer mantale de plumb prin presare la cabluri,confectioner mantale de plumb prin presare la cabluri,8,81,812,8122
812221,confecționer toroane și cablaje la conductori electrici,confectioner toroane si cablaje la conductori electrici,8,81,812,8122
812222,pregătitor seturi de cabluri electrice pentru autotrac și accesorii,pregatitor seturi de cabluri electrice pentru autotrac si accesorii,8,81,812,8122
812223,preparator electrolit și amestec depolarizator,preparator electrolit si amestec depolarizator,8,81,812,8122
812224,confecționer și legător depolarizator,confectioner si legator depolarizator,8,81,812,8122
812225,asamblator elemente și baterii galvanice,asamblator elemente si baterii galvanice,8,81,812,8122
812226,confecționer de elemente galvanice,confectioner de elemente galvanice,8,81,812,8122
812227,confecționer celule de electroliză,confectioner celule de electroliza,8,81,812,8122
813101,operator la mașini de măcinare fină (produse chimice),operator la masini de macinare fina produse chimice,8,81,813,8131
813102,operator la mașini de fragmentare (produse chimice),operator la masini de fragmentare produse chimice,8,81,813,8131
813103,operator la mașini de amestecare (produse chimice),operator la masini de amestecare produse chimice,8,81,813,8131
813104,operator la instalații de ardere,operator la instalatii de ardere,8,81,813,8131
813105,uscător în industria chimică,uscator in industria chimica,8,81,813,8131
813106,preparator în industria chimică,preparator in industria chimica,8,81,813,8131
813107,sinterizator,sinterizator,8,81,813,8131
813108,operator la fabricarea sticlei,operator la fabricarea sticlei,8,81,813,8131
813109,împâslitor pânză sticlă,impaslitor panza sticla,8,81,813,8131
813110,filator fibre sticlă,filator fibre sticla,8,81,813,8131
813111,preparator amestec și topitor sticlă,preparator amestec si topitor sticla,8,81,813,8131
813112,operator poliesteri armați cu fibră de sticlă,operator poliesteri armati cu fibra de sticla,8,81,813,8131
813113,extractorist în chimie,extractorist in chimie,8,81,813,8131
813114,fermentator în chimie,fermentator in chimie,8,81,813,8131
813115,concentrator-purificator în chimie,concentrator purificator in chimie,8,81,813,8131
813116,extractorist uleiuri volatile naturale și colesterină,extractorist uleiuri volatile naturale si colesterina,8,81,813,8131
813117,operator chimist la producerea compușilor organici ai sulfului și îngrășămintelor fosfatice,operator chimist la producerea compusilor organici ai sulfului si ingrasamintelor fosfatice,8,81,813,8131
813118,distilator în industria chimică,distilator in industria chimica,8,81,813,8131
813119,operator chimist la producerea diverselor produse anorganice,operator chimist la producerea diverselor produse anorganice,8,81,813,8131
813120,"operator chimist la fabricarea lacurilor, vopselelor și uleiurilor",operator chimist la fabricarea lacurilor vopselelor si uleiurilor,8,81,813,8131
813121,operator chimist la fabricarea coloranților,operator chimist la fabricarea colorantilor,8,81,813,8131
813122,operator la obținerea produselor din spume poliuretanice și latex,operator la obtinerea produselor din spume poliuretanice si latex,8,81,813,8131
813123,operator chimist la producerea compușilor anorganici ai azotului și îngrășămintelor azotoase,operator chimist la producerea compusilor anorganici ai azotului si ingrasamintelor azotoase,8,81,813,8131
813124,operator lacuri electroizolante,operator lacuri electroizolante,8,81,813,8131
813125,"preparator lacuri, vopsele, paste de fludor folosite la aparataj electric",preparator lacuri vopsele paste de fludor folosite la aparataj electric,8,81,813,8131
813126,operator chimist la chimizarea gazelor de rafinărie,operator chimist la chimizarea gazelor de rafinarie,8,81,813,8131
813127,"operator cracare, deformare și fabricare bitum",operator cracare deformare si fabricare bitum,8,81,813,8131
813128,operator chimist la fabricarea altor produse organice,operator chimist la fabricarea altor produse organice,8,81,813,8131
813129,operator chimist la chimizarea gazului de cocs,operator chimist la chimizarea gazului de cocs,8,81,813,8131
813130,producător de fire și fibre sintetice,producator de fire si fibre sintetice,8,81,813,8131
813131,operator la fabricarea pieii  sintetice,operator la fabricarea pieii sintetice,8,81,813,8131
813134,operator la fabricarea glicerinei și acizilor grași,operator la fabricarea glicerinei si acizilor grasi,8,81,813,8131
813135,operator la fabricarea săpunurilor,operator la fabricarea sapunurilor,8,81,813,8131
813136,operator la produse odorante sintetice,operator la produse odorante sintetice,8,81,813,8131
813137,operator la fabricarea detergenților,operator la fabricarea detergentilor,8,81,813,8131
813138,operator chimist la produsele farmaceutice și chimice pure,operator chimist la produsele farmaceutice si chimice pure,8,81,813,8131
813139,preparator benzi cauciucate și compoziții emplastre,preparator benzi cauciucate si compozitii emplastre,8,81,813,8131
813140,preparator prafuri de spălat și curățat,preparator prafuri de spalat si curatat,8,81,813,8131
813141,preparator la prepararea produselor cosmetice și de parfumerie,preparator la prepararea produselor cosmetice si de parfumerie,8,81,813,8131
813142,preparator ser vaccin,preparator ser vaccin,8,81,813,8131
813143,condiționer finisor produse explozive,conditioner finisor produse explozive,8,81,813,8131
813144,confecționer fitile,confectioner fitile,8,81,813,8131
813145,confecționer produse pirotehnice,confectioner produse pirotehnice,8,81,813,8131
813146,nitrator,nitrator,8,81,813,8131
813147,pregătitor la produse explozive,pregatitor la produse explozive,8,81,813,8131
813148,preparator la produse explozive,preparator la produse explozive,8,81,813,8131
813149,confecționer cartușe de vânătoare,confectioner cartuse de vanatoare,8,81,813,8131
813150,operator la tragere și muniție,operator la tragere si munitie,8,81,813,8131
813151,"operator la pregătirea, conservarea și ambalarea armamentului și muniției",operator la pregatirea conservarea si ambalarea armamentului si munitiei,8,81,813,8131
813152,"pregătitor, completator de echipamente tehnice și SDV-uri",pregatitor completator de echipamente tehnice si sdv uri,8,81,813,8131
813153,delaborator muniție,delaborator munitie,8,81,813,8131
813154,operator la producerea sodei și produselor clorosodice,operator la producerea sodei si produselor clorosodice,8,81,813,8131
813155,operator la fabricarea altor produse chimice,operator la fabricarea altor produse chimice,8,81,813,8131
813201,fotoceramist,fotoceramist,8,81,813,8132
813202,fotocopist,fotocopist,8,81,813,8132
813203,fotopoligraf,fotopoligraf,8,81,813,8132
813204,fotoreproducător,fotoreproducator,8,81,813,8132
813205,montator filme,montator filme,8,81,813,8132
813206,retușor clișee,retusor clisee,8,81,813,8132
813207,pregătitor hârtie fotosensibilă,pregatitor hartie fotosensibila,8,81,813,8132
813208,operator la fabricarea filmelor fotografice,operator la fabricarea filmelor fotografice,8,81,813,8132
814101,preparator la confecționarea produselor industriale din cauciuc,preparator la confectionarea produselor industriale din cauciuc,8,81,814,8141
814102,pregnator prize tehnice și bandă izolatoare,pregnator prize tehnice si banda izolatoare,8,81,814,8141
814103,confecționer de produse industriale din cauciuc,confectioner de produse industriale din cauciuc,8,81,814,8141
814104,vulcanizator de produse industriale din cauciuc,vulcanizator de produse industriale din cauciuc,8,81,814,8141
814105,finisor-reparator de produse industriale din cauciuc,finisor reparator de produse industriale din cauciuc,8,81,814,8141
814106,operator la prelucrarea cauciucului,operator la prelucrarea cauciucului,8,81,814,8141
814107,confecționer garnituri de etanșare din cauciuc,confectioner garnituri de etansare din cauciuc,8,81,814,8141
814108,finisor încălțăminte și articole tehnice din cauciuc,finisor incaltaminte si articole tehnice din cauciuc,8,81,814,8141
814109,calandror la finisarea cauciucului,calandror la finisarea cauciucului,8,81,814,8141
814110,pregătitor regenerare cauciuc,pregatitor regenerare cauciuc,8,81,814,8141
814111,devulcanizator regenerare cauciuc,devulcanizator regenerare cauciuc,8,81,814,8141
814112,rafinator regenerare cauciuc,rafinator regenerare cauciuc,8,81,814,8141
814113,dozator prelucrare cauciuc,dozator prelucrare cauciuc,8,81,814,8141
814114,impregnator produse din cauciuc,impregnator produse din cauciuc,8,81,814,8141
814115,profilator produse din cauciuc,profilator produse din cauciuc,8,81,814,8141
814116,ștanțator piese pentru încălțăminte din piele și cauciuc,stantator piese pentru incaltaminte din piele si cauciuc,8,81,814,8141
814117,cusător piese la încălțăminte din cauciuc,cusator piese la incaltaminte din cauciuc,8,81,814,8141
814118,vulcanizator piese din cauciuc la prese,vulcanizator piese din cauciuc la prese,8,81,814,8141
814119,vulcanizator la autoclavă,vulcanizator la autoclava,8,81,814,8141
814120,preparator cauciuc electroizolant,preparator cauciuc electroizolant,8,81,814,8141
814121,vălțar cauciuc electroizolant,valtar cauciuc electroizolant,8,81,814,8141
814122,mașinist la confecționarea materialelor electroizolante impregnate,masinist la confectionarea materialelor electroizolante impregnate,8,81,814,8141
814123,mașinist la confecționarea materialelor electroizolante stratificate (mică),masinist la confectionarea materialelor electroizolante stratificate mica,8,81,814,8141
814124,mașinist la confecționarea foliilor de cauciuc electroizolante,masinist la confectionarea foliilor de cauciuc electroizolante,8,81,814,8141
814125,"presator-formator materiale stratificate, pregnator prize tehnice și bandă izolatoare",presator formator materiale stratificate pregnator prize tehnice si banda izolatoare,8,81,814,8141
814126,condiționer-finisor produse din cauciuc,conditioner finisor produse din cauciuc,8,81,814,8141
814127,croitor pentru încălțăminte și articole tehnice din cauciuc,croitor pentru incaltaminte si articole tehnice din cauciuc,8,81,814,8141
814128,pregătitor pentru încălțăminte și articole tehnice din cauciuc,pregatitor pentru incaltaminte si articole tehnice din cauciuc,8,81,814,8141
814129,preparator plăci de etanșare comprimate,preparator placi de etansare comprimate,8,81,814,8141
814130,operator fabricarea și prelucrarea polimerilor,operator fabricarea si prelucrarea polimerilor,8,81,814,8141
814201,preparator mase plastice,preparator mase plastice,8,81,814,8142
814202,vălțar calandru mase plastice,valtar calandru mase plastice,8,81,814,8142
814203,operator la prelucrarea maselor plastice,operator la prelucrarea maselor plastice,8,81,814,8142
814204,presator mase plastice,presator mase plastice,8,81,814,8142
814205,finisor-asamblator obiecte din mase plastice,finisor asamblator obiecte din mase plastice,8,81,814,8142
814206,"creator, modelier mase plastice",creator modelier mase plastice,8,81,814,8142
814207,operator la confecționarea discurilor fonografice,operator la confectionarea discurilor fonografice,8,81,814,8142
814208,operator sudare țevi și fitinguri din polietilenă de înaltă densitate PEHD,operator sudare tevi si fitinguri din polietilena de inalta densitate pehd,8,81,814,8142
814209,operator mase plastice,operator mase plastice,8,81,814,8142
814210,operator mașini de termoformatare,operator masini de termoformatare,8,81,814,8142
814301,cartonagist,cartonagist,8,81,814,8143
814302,operator la mașina de laminat,operator la masina de laminat,8,81,814,8143
815111,pregătitor amestecuri în filaturi,pregatitor amestecuri in filaturi,8,81,815,8151
815112,cardator,cardator,8,81,815,8151
815113,laminator benzi din fibre,laminator benzi din fibre,8,81,815,8151
815201,operator la mașini de tricotat rectiliniu,operator la masini de tricotat rectiliniu,8,81,815,8152
815202,operator la deservirea războaielor de țesut,operator la deservirea razboaielor de tesut,8,81,815,8152
815204,operator la mașini de tricotat circular,operator la masini de tricotat circular,8,81,815,8152
815205,operator sculuitor,operator sculuitor,8,81,815,8152
815207,operator la mașini de urzit,operator la masini de urzit,8,81,815,8152
815208,operator încheietor fire,operator incheietor fire,8,81,815,8152
815209,"operator năvăditor, lipitor, înnodător fire",operator navaditor lipitor innodator fire,8,81,815,8152
815210,operator bobinator-dublator,operator bobinator dublator,8,81,815,8152
815211,operator batirator fire,operator batirator fire,8,81,815,8152
815212,operator răsucitor fire,operator rasucitor fire,8,81,815,8152
815301,"operator confecționer industrial îmbrăcăminte din țesături, tricotaje, materiale sintetice",operator confectioner industrial imbracaminte din tesaturi tricotaje materiale sintetice,8,81,815,8153
815302,operator confecții îmbrăcăminte din piele și înlocuitori,operator confectii imbracaminte din piele si inlocuitori,8,81,815,8153
815303,operator la confecționarea industrială a îmbrăcămintei din blană,operator la confectionarea industriala a imbracamintei din blana,8,81,815,8153
815304,operator la confecționarea industrială a mănușilor din piele,operator la confectionarea industriala a manusilor din piele,8,81,815,8153
815305,încadrator confecții,incadrator confectii,8,81,815,8153
815306,rihtuitor confecții,rihtuitor confectii,8,81,815,8153
815307,pregătitor-lansator confecții,pregatitor lansator confectii,8,81,815,8153
815308,șpănuitor confecții,spanuitor confectii,8,81,815,8153
815309,tăietor confecții,taietor confectii,8,81,815,8153
815401,operator gazator textile,operator gazator textile,8,81,815,8154
815402,operator descleietor textile,operator descleietor textile,8,81,815,8154
815403,operator degamator textile,operator degamator textile,8,81,815,8154
815404,operator spălător textile,operator spalator textile,8,81,815,8154
815405,operator albitor textile,operator albitor textile,8,81,815,8154
815406,operator fierbător textile,operator fierbator textile,8,81,815,8154
815407,operator mercerizator textile,operator mercerizator textile,8,81,815,8154
815408,operator pregătitor chimicale în industria textilă,operator pregatitor chimicale in industria textila,8,81,815,8154
815409,operator vopsitor textile,operator vopsitor textile,8,81,815,8154
815410,operator imprimeur textile,operator imprimeur textile,8,81,815,8154
815411,confecționer șabloane și cilindri de imprimat,confectioner sabloane si cilindri de imprimat,8,81,815,8154
815412,operator apretor textile,operator apretor textile,8,81,815,8154
815413,operator calandor-govrator textile,operator calandor govrator textile,8,81,815,8154
815414,operator impregnator textile,operator impregnator textile,8,81,815,8154
815415,operator decator,operator decator,8,81,815,8154
815416,operator presator țesături textile (storcător textile),operator presator tesaturi textile storcator textile,8,81,815,8154
815417,operator fixator textile,operator fixator textile,8,81,815,8154
815420,operator tunsător textile,operator tunsator textile,8,81,815,8154
815421,operator curățitor chimic,operator curatitor chimic,8,81,815,8154
815422,operator metrar-volator-dublator textile,operator metrar volator dublator textile,8,81,815,8154
815423,operator tăietor textile,operator taietor textile,8,81,815,8154
815424,operator uscător textile,operator uscator textile,8,81,815,8154
815425,operator îngreunător mătase naturală,operator ingreunator matase naturala,8,81,815,8154
815428,confecționer șabloane la imprimerie,confectioner sabloane la imprimerie,8,81,815,8154
815430,operator universal - spălător textile și curățitor chimic,operator universal spalator textile si curatitor chimic,8,81,815,8154
815501,operator cenușeritor,operator cenuseritor,8,81,815,8155
815502,operator tăbăcitor mineral argăsitor,operator tabacitor mineral argasitor,8,81,815,8155
815503,operator tăbăcitor vegetal,operator tabacitor vegetal,8,81,815,8155
815504,operator finisor mineral,operator finisor mineral,8,81,815,8155
815505,operator finisor vegetal,operator finisor vegetal,8,81,815,8155
815506,operator argăsitor,operator argasitor,8,81,815,8155
815507,operator sortator în industria pielăriei,operator sortator in industria pielariei,8,81,815,8155
815508,vopsitor îmbrăcăminte din blană,vopsitor imbracaminte din blana,8,81,815,8155
815601,operator la prepararea tălpii de încălțăminte din fibre,operator la prepararea talpii de incaltaminte din fibre,8,81,815,8156
815602,operator la confecționarea industrială a articolelor din cauciuc și textile cauciucate,operator la confectionarea industriala a articolelor din cauciuc si textile cauciucate,8,81,815,8156
815603,croitor-ștanțator piese încălțăminte,croitor stantator piese incaltaminte,8,81,815,8156
815604,pregătitor piese încălțăminte,pregatitor piese incaltaminte,8,81,815,8156
815605,cusător piese din piele și înlocuitori,cusator piese din piele si inlocuitori,8,81,815,8156
815606,trăgător fețe pe calapod,tragator fete pe calapod,8,81,815,8156
815607,tălpuitor industrial,talpuitor industrial,8,81,815,8156
815608,finisor încălțăminte,finisor incaltaminte,8,81,815,8156
815901,operator la confecționarea industrială a pălăriilor,operator la confectionarea industriala a palariilor,8,81,815,8159
815902,croitor confecții industriale din blană,croitor confectii industriale din blana,8,81,815,8159
815903,"operator la confecționarea industrială a articolelor de sport și protecție, din piele și înlocuitori",operator la confectionarea industriala a articolelor de sport si protectie din piele si inlocuitori,8,81,815,8159
815904,cusător confecții industriale din blană,cusator confectii industriale din blana,8,81,815,8159
815905,pregătitor confecții industriale din blană,pregatitor confectii industriale din blana,8,81,815,8159
815906,finisor confecții industriale din blană,finisor confectii industriale din blana,8,81,815,8159
815907,operator textile nețesute,operator textile netesute,8,81,815,8159
816001,"operator la prepararea conservelor din carne, pește și în amestec legume și pește",operator la prepararea conservelor din carne peste si in amestec legume si peste,8,81,816,8160
816002,operator la valorificarea subproduselor de abator,operator la valorificarea subproduselor de abator,8,81,816,8160
816003,tripier,tripier,8,81,816,8160
816004,"preparator pește, raci, broaște în cherhanale și oficii",preparator peste raci broaste in cherhanale si oficii,8,81,816,8160
816005,preparator făină din pește,preparator faina din peste,8,81,816,8160
816006,topitor grăsimi comestibile și de uz industrial,topitor grasimi comestibile si de uz industrial,8,81,816,8160
816007,operator la fabricarea mezelurilor,operator la fabricarea mezelurilor,8,81,816,8160
816010,"colector și preparator făină, sânge, carne, oase",colector si preparator faina sange carne oase,8,81,816,8160
816011,curățitor piei,curatitor piei,8,81,816,8160
816014,mățar,matar,8,81,816,8160
816015,operator la prepararea brânzeturilor,operator la prepararea branzeturilor,8,81,816,8160
816016,operator la prepararea produselor lactate,operator la prepararea produselor lactate,8,81,816,8160
816017,operator centru de răcire lapte,operator centru de racire lapte,8,81,816,8160
816018,operator la fabricarea untului,operator la fabricarea untului,8,81,816,8160
816019,preparator conserve lapte și lactoză,preparator conserve lapte si lactoza,8,81,816,8160
816020,morar,morar,8,81,816,8160
816021,operator la fabricarea nutrețurilor combinate,operator la fabricarea nutreturilor combinate,8,81,816,8160
816022,preparator boia de ardei,preparator boia de ardei,8,81,816,8160
816023,preparator muștar,preparator mustar,8,81,816,8160
816024,"preparator extracte, arome și esențe",preparator extracte arome si esente,8,81,816,8160
816025,decorticator crupe,decorticator crupe,8,81,816,8160
816026,operator la prepararea produselor zaharoase,operator la prepararea produselor zaharoase,8,81,816,8160
816027,operator la fabricarea produselor făinoase,operator la fabricarea produselor fainoase,8,81,816,8160
816028,preparator înghețată,preparator inghetata,8,81,816,8160
816029,operator la fabricarea biscuiților,operator la fabricarea biscuitilor,8,81,816,8160
816030,preparator napolitane,preparator napolitane,8,81,816,8160
816031,operator la fabricarea uleiurilor vegetale,operator la fabricarea uleiurilor vegetale,8,81,816,8160
816032,operator la fabricarea conservelor din legume sau fructe,operator la fabricarea conservelor din legume sau fructe,8,81,816,8160
816033,operator la fabricarea zahărului,operator la fabricarea zaharului,8,81,816,8160
816034,condiționer miere,conditioner miere,8,81,816,8160
816035,preparator de produse apicole,preparator de produse apicole,8,81,816,8160
816036,preparator surogate cafea,preparator surogate cafea,8,81,816,8160
816037,operator la condiționarea și prelucrarea plantelor medicinale,operator la conditionarea si prelucrarea plantelor medicinale,8,81,816,8160
816038,operator la fermentarea tutunului și fabricarea produselor din tutun,operator la fermentarea tutunului si fabricarea produselor din tutun,8,81,816,8160
816039,preparator halva,preparator halva,8,81,816,8160
816040,operator la prepararea băuturilor alcoolice și răcoritoare,operator la prepararea bauturilor alcoolice si racoritoare,8,81,816,8160
816041,operator la fabricarea berii,operator la fabricarea berii,8,81,816,8160
816042,operator la fabricarea malțului,operator la fabricarea maltului,8,81,816,8160
816043,operator la fabricarea spirtului și drojdiei de panificație,operator la fabricarea spirtului si drojdiei de panificatie,8,81,816,8160
816044,vinificator-pivnicer,vinificator pivnicer,8,81,816,8160
816045,fermentator oțet,fermentator otet,8,81,816,8160
816046,operator la fabricarea glucozei,operator la fabricarea glucozei,8,81,816,8160
816047,preparator băuturi răcoritoare,preparator bauturi racoritoare,8,81,816,8160
816048,preparator rachiuri industriale și lichioruri,preparator rachiuri industriale si lichioruri,8,81,816,8160
816049,distilator rachiuri naturale,distilator rachiuri naturale,8,81,816,8160
816050,operator la fabricarea amidonului și dextrinei,operator la fabricarea amidonului si dextrinei,8,81,816,8160
816051,preparator coniac,preparator coniac,8,81,816,8160
816052,preparator vermut,preparator vermut,8,81,816,8160
816053,preparator șampanie,preparator sampanie,8,81,816,8160
816054,operator prelucrare cafea,operator prelucrare cafea,8,81,816,8160
816055,operator măcinare cafea,operator macinare cafea,8,81,816,8160
817101,"pregătitor lemn, stuf, paie",pregatitor lemn stuf paie,8,81,817,8171
817102,preparator pastă,preparator pasta,8,81,817,8171
817103,"fierbător-spălător celuloză, hârtie",fierbator spalator celuloza hartie,8,81,817,8171
817104,albitor pastă hârtie,albitor pasta hartie,8,81,817,8171
817105,confecționer tambur filigranare,confectioner tambur filigranare,8,81,817,8171
817106,mașinist la deshidratare pastă hârtie,masinist la deshidratare pasta hartie,8,81,817,8171
817107,"finisor hârtie, carton, mucava",finisor hartie carton mucava,8,81,817,8171
817108,confecționer produse igienico-sanitare,confectioner produse igienico sanitare,8,81,817,8171
817201,confecționer rondele din plută,confectioner rondele din pluta,8,81,817,8172
817202,confecționer bastoane din plută,confectioner bastoane din pluta,8,81,817,8172
817203,confecționer colaci și centuri de salvare,confectioner colaci si centuri de salvare,8,81,817,8172
817204,mașinist la mașina de tăiat șraifuri și dopuri din plută,masinist la masina de taiat sraifuri si dopuri din pluta,8,81,817,8172
817205,mașinist la mașina de zdrobit și măcinat plută,masinist la masina de zdrobit si macinat pluta,8,81,817,8172
817206,confecționer plăci izolatoare,confectioner placi izolatoare,8,81,817,8172
817207,aburitor plută,aburitor pluta,8,81,817,8172
817208,pregătitor lemn așchietor,pregatitor lemn aschietor,8,81,817,8172
817209,pregătitor așchii,pregatitor aschii,8,81,817,8172
817210,încleietor plăci aglomerate,incleietor placi aglomerate,8,81,817,8172
817211,formator presator plăci brute,formator presator placi brute,8,81,817,8172
817212,formator finisor plăci,formator finisor placi,8,81,817,8172
817213,tocatorist-defibratorist,tocatorist defibratorist,8,81,817,8172
817215,presator PFL,presator pfl,8,81,817,8172
817216,tratamentist PFL,tratamentist pfl,8,81,817,8172
817217,formator PFL,formator pfl,8,81,817,8172
817218,impregnator la înnobilare PFL,impregnator la innobilare pfl,8,81,817,8172
817219,fasonator-sortator filme,fasonator sortator filme,8,81,817,8172
817220,presator la înnobilare PFL,presator la innobilare pfl,8,81,817,8172
817221,formator la înnobilare PFL,formator la innobilare pfl,8,81,817,8172
817222,finisor la înnobilare PFL,finisor la innobilare pfl,8,81,817,8172
817223,pregătitor PFL și hârtie pentru filme,pregatitor pfl si hartie pentru filme,8,81,817,8172
817224,gaterist la tăiat bușteni,gaterist la taiat busteni,8,81,817,8172
817225,tăietor la ferăstrău panglică,taietor la ferastrau panglica,8,81,817,8172
817226,fasonator cherestea,fasonator cherestea,8,81,817,8172
817227,desenator-însemnator cherestea,desenator insemnator cherestea,8,81,817,8172
817228,decupator furnire,decupator furnire,8,81,817,8172
817229,derulatorist,derulatorist,8,81,817,8172
817230,fasonator-uscător furnire,fasonator uscator furnire,8,81,817,8172
817231,frezor-îmbinător furnire tehnice,frezor imbinator furnire tehnice,8,81,817,8172
817232,presator produse stratificate,presator produse stratificate,8,81,817,8172
817233,formator șlefuitor produse stratificate,formator slefuitor produse stratificate,8,81,817,8172
817234,preparator PPF,preparator ppf,8,81,817,8172
817235,miezuitor panele și plăci celulare,miezuitor panele si placi celulare,8,81,817,8172
817236,operator la recoltarea și toaletarea arborilor forestieri,operator la recoltarea si toaletarea arborilor forestieri,8,81,817,8172
818101,topitor sticlă,topitor sticla,8,81,818,8181
818102,prelucrător de topituri la semiautomate,prelucrator de topituri la semiautomate,8,81,818,8181
818103,prelucrător de topituri la instalații de tras țevi,prelucrator de topituri la instalatii de tras tevi,8,81,818,8181
818104,prelucrător de tuburi și baghete,prelucrator de tuburi si baghete,8,81,818,8181
818105,cuptorar recoacere sticlă,cuptorar recoacere sticla,8,81,818,8181
818106,confecționer termosuri,confectioner termosuri,8,81,818,8181
818107,tăietor produse din sticlă,taietor produse din sticla,8,81,818,8181
818108,șlefuitor produse din sticlă,slefuitor produse din sticla,8,81,818,8181
818109,arzător produse din sticlă,arzator produse din sticla,8,81,818,8181
818110,sablator produse din sticlă,sablator produse din sticla,8,81,818,8181
818111,argintar produse din sticlă,argintar produse din sticla,8,81,818,8181
818112,operator la instalații automate pentru prepararea amestecului,operator la instalatii automate pentru prepararea amestecului,8,81,818,8181
818113,operator la instalații automate pentru prelucrarea topiturii de sticlă,operator la instalatii automate pentru prelucrarea topiturii de sticla,8,81,818,8181
818114,operator la prelucrarea tuburilor din sticlă,operator la prelucrarea tuburilor din sticla,8,81,818,8181
818115,operator la mașini de inscripționat,operator la masini de inscriptionat,8,81,818,8181
818116,prelucrător fire și țesături din fire de sticlă,prelucrator fire si tesaturi din fire de sticla,8,81,818,8181
818117,operator la instalații de tras și laminat geam,operator la instalatii de tras si laminat geam,8,81,818,8181
818118,turnător geam,turnator geam,8,81,818,8181
818119,preparator vată de sticlă,preparator vata de sticla,8,81,818,8181
818120,tăietor geam,taietor geam,8,81,818,8181
818121,șlefuitor/ sablator geam,slefuitor sablator geam,8,81,818,8181
818122,securizator geam,securizator geam,8,81,818,8181
818123,pregătitor de materii prime pentru producerea sticlei,pregatitor de materii prime pentru producerea sticlei,8,81,818,8181
818124,strungar produse ceramice,strungar produse ceramice,8,81,818,8181
818125,cuptorar ceramică fină și decor,cuptorar ceramica fina si decor,8,81,818,8181
818126,arzător produse ceramice,arzator produse ceramice,8,81,818,8181
818127,operator la fabricarea produselor refractare,operator la fabricarea produselor refractare,8,81,818,8181
818128,operator la fabricarea produselor abrazive,operator la fabricarea produselor abrazive,8,81,818,8181
818129,operator la fabricarea produselor din cărbune,operator la fabricarea produselor din carbune,8,81,818,8181
818130,operator abrazive pe suporți,operator abrazive pe suporti,8,81,818,8181
818131,finisor produse abrazive,finisor produse abrazive,8,81,818,8181
818132,granulator/ sortator abrazive,granulator sortator abrazive,8,81,818,8181
818133,cuptorar produse abrazive,cuptorar produse abrazive,8,81,818,8181
818134,preparator-presator abrazive,preparator presator abrazive,8,81,818,8181
818135,cuptorar produse refractare,cuptorar produse refractare,8,81,818,8181
818136,formator produse refractare,formator produse refractare,8,81,818,8181
818137,preparator-presator produse din cărbune,preparator presator produse din carbune,8,81,818,8181
818138,cuptorar produse din cărbune,cuptorar produse din carbune,8,81,818,8181
