cod_cor,denumire,denumire_normalizata,grupa_majora,subgrupa_majora,grupa_minora,isco_grupa_de_baza
214533,cercetător în controlul calității produselor alimentare,cercetator in controlul calitatii produselor alimentare,2,21,214,2145
214534,inginer de cercetare în controlul calității produselor alimentare,inginer de cercetare in controlul calitatii produselor alimentare,2,21,214,2145
214535,asistent de cercetare în controlul calității produselor alimentare,asistent de cercetare in controlul calitatii produselor alimentare,2,21,214,2145
214536,subinginer chimist,subinginer chimist,2,21,214,2145
214537,expert în prăjirea cafelei,expert in prajirea cafelei,2,21,214,2145
214538,specialist tehnologia alimentelor,specialist tehnologia alimentelor,2,21,214,2145
214601,inginer metalurgie extractivă,inginer metalurgie extractiva,2,21,214,2146
214602,inginer minier,inginer minier,2,21,214,2146
214603,subinginer metalurgist,subinginer metalurgist,2,21,214,2146
214604,subinginer minier,subinginer minier,2,21,214,2146
214605,inginer preparator minier,inginer preparator minier,2,21,214,2146
214606,consilier inginer metalurg,consilier inginer metalurg,2,21,214,2146
214607,expert inginer metalurg,expert inginer metalurg,2,21,214,2146
214608,inspector de specialitate inginer metalurg,inspector de specialitate inginer metalurg,2,21,214,2146
214609,referent de specialitate inginer metalurg,referent de specialitate inginer metalurg,2,21,214,2146
214610,consilier inginer minier,consilier inginer minier,2,21,214,2146
214611,expert inginer minier,expert inginer minier,2,21,214,2146
214612,inspector de specialitate inginer minier,inspector de specialitate inginer minier,2,21,214,2146
214613,referent de specialitate inginer minier,referent de specialitate inginer minier,2,21,214,2146
214614,inginer prelucrări metalurgice,inginer prelucrari metalurgice,2,21,214,2146
214615,inginer metalurgie neferoasă,inginer metalurgie neferoasa,2,21,214,2146
214616,inginer petrolist,inginer petrolist,2,21,214,2146
214617,subinginer petrolist,subinginer petrolist,2,21,214,2146
214618,consilier inginer petrolist,consilier inginer petrolist,2,21,214,2146
214619,expert inginer petrolist,expert inginer petrolist,2,21,214,2146
214620,referent inginer petrolist,referent inginer petrolist,2,21,214,2146
214621,proiectant inginer petrolist,proiectant inginer petrolist,2,21,214,2146
214622,inginer tehnolog metalurg,inginer tehnolog metalurg,2,21,214,2146
214623,proiectant inginer metalurg,proiectant inginer metalurg,2,21,214,2146
214624,proiectant inginer în minerit,proiectant inginer in minerit,2,21,214,2146
214625,inginer mineralurg,inginer mineralurg,2,21,214,2146
214626,cercetător în exploatări miniere,cercetator in exploatari miniere,2,21,214,2146
214627,inginer de cercetare în exploatări miniere,inginer de cercetare in exploatari miniere,2,21,214,2146
214628,asistent de cercetare în exploatări miniere,asistent de cercetare in exploatari miniere,2,21,214,2146
214629,cercetător în prepararea substanțelor minerale utile,cercetator in prepararea substantelor minerale utile,2,21,214,2146
214630,inginer de cercetare în prepararea substanțelor minerale utile,inginer de cercetare in prepararea substantelor minerale utile,2,21,214,2146
214631,asistent de cercetare în prepararea substanțelor minerale utile,asistent de cercetare in prepararea substantelor minerale utile,2,21,214,2146
214632,cercetător în petrol (extracție-prospecțiune),cercetator in petrol extractie prospectiune,2,21,214,2146
214633,inginer de cercetare în petrol (extracție-prospecțiune),inginer de cercetare in petrol extractie prospectiune,2,21,214,2146
214634,asistent de cercetare în petrol (extracție-prospecțiune),asistent de cercetare in petrol extractie prospectiune,2,21,214,2146
214635,cercetător în topografie minieră,cercetator in topografie miniera,2,21,214,2146
214636,inginer de cercetare în topografie minieră,inginer de cercetare in topografie miniera,2,21,214,2146
214637,asistent de cercetare în topografie minieră,asistent de cercetare in topografie miniera,2,21,214,2146
214638,cercetător în ingineria proceselor siderurgice,cercetator in ingineria proceselor siderurgice,2,21,214,2146
214639,inginer de cercetare în ingineria proceselor siderurgice,inginer de cercetare in ingineria proceselor siderurgice,2,21,214,2146
214640,asistent de cercetare în ingineria proceselor siderurgice,asistent de cercetare in ingineria proceselor siderurgice,2,21,214,2146
214641,cercetător în metalurgia neferoasă,cercetator in metalurgia neferoasa,2,21,214,2146
214642,inginer de cercetare în metalurgia neferoasă,inginer de cercetare in metalurgia neferoasa,2,21,214,2146
214643,asistent de cercetare în metalurgia neferoasă,asistent de cercetare in metalurgia neferoasa,2,21,214,2146
214644,cercetător în turnarea metalelor,cercetator in turnarea metalelor,2,21,214,2146
214645,inginer de cercetare în turnarea metalelor,inginer de cercetare in turnarea metalelor,2,21,214,2146
214646,asistent de cercetare în turnarea metalelor,asistent de cercetare in turnarea metalelor,2,21,214,2146
214647,cercetător în prelucrări plastice și tratamente termice,cercetator in prelucrari plastice si tratamente termice,2,21,214,2146
214648,inginer de cercetare în prelucrări plastice și tratamente termice,inginer de cercetare in prelucrari plastice si tratamente termice,2,21,214,2146
214649,asistent de cercetare în prelucrări plastice și tratamente termice,asistent de cercetare in prelucrari plastice si tratamente termice,2,21,214,2146
214650,cercetător în știința materialelor,cercetator in stiinta materialelor,2,21,214,2146
214651,inginer de cercetare în știința materialelor,inginer de cercetare in stiinta materialelor,2,21,214,2146
214652,asistent de cercetare în știința materialelor,asistent de cercetare in stiinta materialelor,2,21,214,2146
214653,cercetător în tehnologii carbochimice,cercetator in tehnologii carbochimice,2,21,214,2146
214654,inginer de cercetare în tehnologii carbochimice,inginer de cercetare in tehnologii carbochimice,2,21,214,2146
214655,asistent de cercetare în tehnologii carbochimice,asistent de cercetare in tehnologii carbochimice,2,21,214,2146
214656,inginer de cercetare în instalații și utilaje pentru transportul și depozitarea produselor petroliere,inginer de cercetare in instalatii si utilaje pentru transportul si depozitarea produselor petroliere,2,21,214,2146
214657,asistent de cercetare în instalații și utilaje pentru transportul și depozitarea produselor petroliere,asistent de cercetare in instalatii si utilaje pentru transportul si depozitarea produselor petroliere,2,21,214,2146
214658,inginer foraj,inginer foraj,2,21,214,2146
214901,inginer prelucrarea sticlei și ceramicii,inginer prelucrarea sticlei si ceramicii,2,21,214,2149
214902,subinginer prelucrarea sticlei și ceramicii,subinginer prelucrarea sticlei si ceramicii,2,21,214,2149
214903,inginer materiale de construcții,inginer materiale de constructii,2,21,214,2149
214904,subinginer materiale de construcții,subinginer materiale de constructii,2,21,214,2149
214905,consilier inginer prelucrarea sticlei și ceramicii,consilier inginer prelucrarea sticlei si ceramicii,2,21,214,2149
214906,expert inginer prelucrarea sticlei și ceramicii,expert inginer prelucrarea sticlei si ceramicii,2,21,214,2149
214907,inspector de specialitate inginer prelucrarea sticlei și ceramicii,inspector de specialitate inginer prelucrarea sticlei si ceramicii,2,21,214,2149
214908,referent de specialitate inginer prelucrarea sticlei și ceramicii,referent de specialitate inginer prelucrarea sticlei si ceramicii,2,21,214,2149
214909,"proiectant inginer ceramică, sticlă",proiectant inginer ceramica sticla,2,21,214,2149
214910,"chimist în materiale oxidice (sticlă, ceramică)",chimist in materiale oxidice sticla ceramica,2,21,214,2149
214911,subinginer tehnologia celulozei și hârtiei,subinginer tehnologia celulozei si hartiei,2,21,214,2149
214912,proiectant inginer celuloză și hârtie,proiectant inginer celuloza si hartie,2,21,214,2149
214913,consilier inginer tehnologia celulozei și hârtiei,consilier inginer tehnologia celulozei si hartiei,2,21,214,2149
214914,expert inginer tehnologia celulozei și hârtiei,expert inginer tehnologia celulozei si hartiei,2,21,214,2149
214915,inspector de specialitate inginer tehnologia celulozei și hârtiei,inspector de specialitate inginer tehnologia celulozei si hartiei,2,21,214,2149
214916,referent de specialitate inginer tehnologia celulozei și hârtiei,referent de specialitate inginer tehnologia celulozei si hartiei,2,21,214,2149
214917,cercetător în informatică,cercetator in informatica,2,21,214,2149
214918,asistent de cercetare în informatică,asistent de cercetare in informatica,2,21,214,2149
214919,cercetător în filatură-țesătorie,cercetator in filatura tesatorie,2,21,214,2149
214920,inginer de cercetare în filatură-țesătorie,inginer de cercetare in filatura tesatorie,2,21,214,2149
214921,asistent de cercetare în filatură-țesătorie,asistent de cercetare in filatura tesatorie,2,21,214,2149
214922,cercetător în tricotaje-confecții textile,cercetator in tricotaje confectii textile,2,21,214,2149
214923,inginer de cercetare în tricotaje-confecții textile,inginer de cercetare in tricotaje confectii textile,2,21,214,2149
214924,asistent de cercetare în tricotaje-confecții textile,asistent de cercetare in tricotaje confectii textile,2,21,214,2149
214925,"cercetător în tehnologia chimică a produselor textile, pieii, blănurilor și înlocuitorilor",cercetator in tehnologia chimica a produselor textile pieii blanurilor si inlocuitorilor,2,21,214,2149
214926,"inginer de cercetare în tehnologia chimică a produselor textile, pieii, blănurilor și înlocuitorilor",inginer de cercetare in tehnologia chimica a produselor textile pieii blanurilor si inlocuitorilor,2,21,214,2149
214927,"asistent de cercetare în tehnologia chimică a produselor textile, pieii, blănurilor și înlocuitorilor",asistent de cercetare in tehnologia chimica a produselor textile pieii blanurilor si inlocuitorilor,2,21,214,2149
214928,cercetător în confecții din piele și înlocuitori,cercetator in confectii din piele si inlocuitori,2,21,214,2149
214929,inginer de cercetare în confecții din piele și înlocuitori,inginer de cercetare in confectii din piele si inlocuitori,2,21,214,2149
214930,asistent de cercetare în confecții din piele și înlocuitori,asistent de cercetare in confectii din piele si inlocuitori,2,21,214,2149
214931,cercetător în exploatări forestiere,cercetator in exploatari forestiere,2,21,214,2149
214932,inginer de cercetare în exploatări forestiere,inginer de cercetare in exploatari forestiere,2,21,214,2149
214933,asistent de cercetare în exploatări forestiere,asistent de cercetare in exploatari forestiere,2,21,214,2149
214934,inginer de cercetare în proiectarea mobilei și produselor finite din lemn,inginer de cercetare in proiectarea mobilei si produselor finite din lemn,2,21,214,2149
214935,cercetător în prelucrarea lemnului,cercetator in prelucrarea lemnului,2,21,214,2149
214936,inginer de cercetare în prelucrarea lemnului,inginer de cercetare in prelucrarea lemnului,2,21,214,2149
214937,asistent de cercetare în prelucrarea lemnului,asistent de cercetare in prelucrarea lemnului,2,21,214,2149
214938,cercetător în tehnologie și echipamente neconvenționale,cercetator in tehnologie si echipamente neconventionale,2,21,214,2149
214939,inginer de cercetare în tehnologie și echipamente neconvenționale,inginer de cercetare in tehnologie si echipamente neconventionale,2,21,214,2149
214940,asistent de cercetare în tehnologie și echipamente neconvenționale,asistent de cercetare in tehnologie si echipamente neconventionale,2,21,214,2149
214941,"cercetător în tehnologia celulozei, hârtiei, poligrafiei și fibrelor",cercetator in tehnologia celulozei hartiei poligrafiei si fibrelor,2,21,214,2149
214942,"inginer de cercetare în tehnologia celulozei, hârtiei, poligrafiei și fibrelor",inginer de cercetare in tehnologia celulozei hartiei poligrafiei si fibrelor,2,21,214,2149
214943,"asistent de cercetare în tehnologia celulozei, hârtiei, poligrafiei și fibrelor",asistent de cercetare in tehnologia celulozei hartiei poligrafiei si fibrelor,2,21,214,2149
214944,corespondent securitate - confidențialitate produs,corespondent securitate confidentialitate produs,2,21,214,2149
214945,specialist operare sisteme de poziționare dinamică,specialist operare sisteme de pozitionare dinamica,2,21,214,2149
214947,expert elaborare documentații tehnice de montaj,expert elaborare documentatii tehnice de montaj,2,21,214,2149
214948,expert monitorizare și control lucrări de montaj,expert monitorizare si control lucrari de montaj,2,21,214,2149
214949,expert prevenire - reducere riscuri tehnologice,expert prevenire reducere riscuri tehnologice,2,21,214,2149
214950,expert urmărire comportare în exploatare lucrări montaj,expert urmarire comportare in exploatare lucrari montaj,2,21,214,2149
214951,expert tehnic extrajudiciar,expert tehnic extrajudiciar,2,21,214,2149
214952,auditor de siguranță rutieră,auditor de siguranta rutiera,2,21,214,2149
214953,inspector/ referent în gestiunea materialelor și mijloacelor fixe,inspector referent in gestiunea materialelor si mijloacelor fixe,2,21,214,2149
214954,inginer exploatare echipamente și instalații nucleare,inginer exploatare echipamente si instalatii nucleare,2,21,214,2149
214955,logistician în transporturi,logistician in transporturi,2,21,214,2149
214956,inginer în sisteme optice,inginer in sisteme optice,2,21,214,2149
214957,inginer biomedical,inginer biomedical,2,21,214,2149
214958,inginer punere în funcțiune,inginer punere in functiune,2,21,214,2149
214959,inginer specialist în robotică,inginer specialist in robotica,2,21,214,2149
214960,"inginer pentru inspecția și verificarea tehnică a cazanelor, instalațiilor de ridicat și recipientelor sub presiune",inginer pentru inspectia si verificarea tehnica a cazanelor instalatiilor de ridicat si recipientelor sub presiune,2,21,214,2149
215101,dispecer energetic feroviar,dispecer energetic feroviar,2,21,215,2151
215102,"dispecer centrală, hidrocentru, cascadă, dispecerate teritoriale",dispecer centrala hidrocentru cascada dispecerate teritoriale,2,21,215,2151
215103,dispecer rețea distribuție,dispecer retea distributie,2,21,215,2151
215104,dispecer rețele de înaltă tensiune,dispecer retele de inalta tensiune,2,21,215,2151
215105,inginer sisteme electroenergetice,inginer sisteme electroenergetice,2,21,215,2151
215106,radiochimist,radiochimist,2,21,215,2151
215107,subinginer electroenergetică,subinginer electroenergetica,2,21,215,2151
215108,inginer energetică industrială,inginer energetica industriala,2,21,215,2151
215109,inginer sisteme termoenergetice,inginer sisteme termoenergetice,2,21,215,2151
215110,proiectant inginer electrotehnic,proiectant inginer electrotehnic,2,21,215,2151
215111,proiectant inginer energetician,proiectant inginer energetician,2,21,215,2151
215112,inginer rețele electroenergetice,inginer retele electroenergetice,2,21,215,2151
215113,subinginer rețele electrice,subinginer retele electrice,2,21,215,2151
215114,inginer hidroenergetică,inginer hidroenergetica,2,21,215,2151
215115,inginer exploatare centrale nuclearoelectrice,inginer exploatare centrale nuclearoelectrice,2,21,215,2151
215116,subinginer centrale termoelectrice,subinginer centrale termoelectrice,2,21,215,2151
215117,inginer exploatare instalații nucleare,inginer exploatare instalatii nucleare,2,21,215,2151
215118,proiectant subinginer electrotehnic,proiectant subinginer electrotehnic,2,21,215,2151
215119,proiectant sisteme de securitate,proiectant sisteme de securitate,2,21,215,2151
215120,șef tură dispecer energetic,sef tura dispecer energetic,2,21,215,2151
215121,cercetător în electrotehnică,cercetator in electrotehnica,2,21,215,2151
215122,inginer de cercetare în electrotehnică,inginer de cercetare in electrotehnica,2,21,215,2151
215123,asistent de cercetare în electrotehnică,asistent de cercetare in electrotehnica,2,21,215,2151
215124,cercetător în electrofizică,cercetator in electrofizica,2,21,215,2151
215125,inginer de cercetare în electrofizică,inginer de cercetare in electrofizica,2,21,215,2151
215126,asistent de cercetare în electrofizică,asistent de cercetare in electrofizica,2,21,215,2151
215127,cercetător în metrologie,cercetator in metrologie,2,21,215,2151
215128,inginer de cercetare în metrologie,inginer de cercetare in metrologie,2,21,215,2151
215129,asistent de cercetare în metrologie,asistent de cercetare in metrologie,2,21,215,2151
215130,cercetător în electromecanică,cercetator in electromecanica,2,21,215,2151
215131,inginer de cercetare în electromecanică,inginer de cercetare in electromecanica,2,21,215,2151
215132,asistent de cercetare în electromecanică,asistent de cercetare in electromecanica,2,21,215,2151
215133,cercetător roboți industriali,cercetator roboti industriali,2,21,215,2151
215134,inginer de cercetare roboți industriali,inginer de cercetare roboti industriali,2,21,215,2151
215135,asistent de cercetare roboți industriali,asistent de cercetare roboti industriali,2,21,215,2151
215136,cercetător în centrale termoelectrice,cercetator in centrale termoelectrice,2,21,215,2151
215137,inginer de cercetare în centrale termoelectrice,inginer de cercetare in centrale termoelectrice,2,21,215,2151
215138,asistent de cercetare în centrale termoelectrice,asistent de cercetare in centrale termoelectrice,2,21,215,2151
215139,cercetător în centrale nuclearoelectrice,cercetator in centrale nuclearoelectrice,2,21,215,2151
215140,inginer de cercetare în centrale nuclearoelectrice,inginer de cercetare in centrale nuclearoelectrice,2,21,215,2151
215141,asistent de cercetare în centrale nuclearoelectrice,asistent de cercetare in centrale nuclearoelectrice,2,21,215,2151
215142,cercetător în electroenergetică,cercetator in electroenergetica,2,21,215,2151
215143,inginer de cercetare în electroenergetică,inginer de cercetare in electroenergetica,2,21,215,2151
215144,asistent de cercetare în electroenergetică,asistent de cercetare in electroenergetica,2,21,215,2151
215145,cercetător în energetică industrială,cercetator in energetica industriala,2,21,215,2151
215146,inginer de cercetare în energetică industrială,inginer de cercetare in energetica industriala,2,21,215,2151
215147,asistent de cercetare în energetică industrială,asistent de cercetare in energetica industriala,2,21,215,2151
215148,ofițer electrician,ofiter electrician,2,21,215,2151
215149,inginer electrician,inginer electrician,2,21,215,2151
215150,auditor electroenergetic,auditor electroenergetic,2,21,215,2151
215151,inginer centrale fotovoltaice,inginer centrale fotovoltaice,2,21,215,2151
215152,inginer centrale eoliene,inginer centrale eoliene,2,21,215,2151
215153,inginer exploatare centrale termoelectrice,inginer exploatare centrale termoelectrice,2,21,215,2151
215154,auditor termoenergetic,auditor termoenergetic,2,21,215,2151
215155,inginer securitate obiective nucleare,inginer securitate obiective nucleare,2,21,215,2151
215156,inginer exploatare centrale hidroelectrice,inginer exploatare centrale hidroelectrice,2,21,215,2151
215157,inginer echipamente și sisteme hidroenergetice,inginer echipamente si sisteme hidroenergetice,2,21,215,2151
215158,inginer management resurse de apă,inginer management resurse de apa,2,21,215,2151
215159,inginer energetica clădirilor,inginer energetica cladirilor,2,21,215,2151
215160,inginer programare și optimizare a instalațiilor și proceselor energetice,inginer programare si optimizare a instalatiilor si proceselor energetice,2,21,215,2151
215161,inginer tehnologii informatice în energetică,inginer tehnologii informatice in energetica,2,21,215,2151
215162,inginer conducere și control sisteme de utilități energetice,inginer conducere si control sisteme de utilitati energetice,2,21,215,2151
215163,inginer rețele și sisteme hidraulice,inginer retele si sisteme hidraulice,2,21,215,2151
215201,inginer electromecanic SCB,inginer electromecanic scb,2,21,215,2152
215202,inginer automatist,inginer automatist,2,21,215,2152
215203,inginer navigație,inginer navigatie,2,21,215,2152
215204,"inginer electronist transporturi, telecomunicații",inginer electronist transporturi telecomunicatii,2,21,215,2152
215205,inginer producție,inginer productie,2,21,215,2152
215206,instructor instalații,instructor instalatii,2,21,215,2152
215207,instructor linii,instructor linii,2,21,215,2152
215208,revizor siguranța circulației feroviare,revizor siguranta circulatiei feroviare,2,21,215,2152
215209,subinginer automatist,subinginer automatist,2,21,215,2152
215210,"subinginer electronist, transporturi, telecomunicații",subinginer electronist transporturi telecomunicatii,2,21,215,2152
215211,subinginer reglaje subansamble,subinginer reglaje subansamble,2,21,215,2152
215212,inginer de recepție și control aeronave,inginer de receptie si control aeronave,2,21,215,2152
215213,proiectant inginer electronist,proiectant inginer electronist,2,21,215,2152
215214,proiectant inginer de sisteme și calculatoare,proiectant inginer de sisteme si calculatoare,2,21,215,2152
215215,proiectant inginer electromecanic,proiectant inginer electromecanic,2,21,215,2152
215216,inginer electromecanic,inginer electromecanic,2,21,215,2152
215217,subinginer electromecanic,subinginer electromecanic,2,21,215,2152
215218,căpitan secund,capitan secund,2,21,215,2152
215219,căpitan port (studii superioare),capitan port studii superioare,2,21,215,2152
215220,specialist mentenanță electromecanică-automatică echipamente industriale,specialist mentenanta electromecanica automatica echipamente industriale,2,21,215,2152
215222,inginer sisteme de securitate,inginer sisteme de securitate,2,21,215,2152
215223,cercetător în electronică aplicată,cercetator in electronica aplicata,2,21,215,2152
215224,inginer de cercetare în electronică aplicată,inginer de cercetare in electronica aplicata,2,21,215,2152
215225,asistent de cercetare în electronică aplicată,asistent de cercetare in electronica aplicata,2,21,215,2152
215226,cercetător în comunicații,cercetator in comunicatii,2,21,215,2152
215227,inginer de cercetare în comunicații,inginer de cercetare in comunicatii,2,21,215,2152
215228,asistent de cercetare în comunicații,asistent de cercetare in comunicatii,2,21,215,2152
215229,cercetător în microelectronică,cercetator in microelectronica,2,21,215,2152
215230,inginer de cercetare în microelectronică,inginer de cercetare in microelectronica,2,21,215,2152
215231,asistent de cercetare în microelectronică,asistent de cercetare in microelectronica,2,21,215,2152
215232,cercetător în telecomenzi și electronică în transporturi,cercetator in telecomenzi si electronica in transporturi,2,21,215,2152
215233,inginer de cercetare în telecomenzi și electronică în transporturi,inginer de cercetare in telecomenzi si electronica in transporturi,2,21,215,2152
215234,asistent de cercetare în telecomenzi și electronică în transporturi,asistent de cercetare in telecomenzi si electronica in transporturi,2,21,215,2152
215235,cercetător în calculatoare,cercetator in calculatoare,2,21,215,2152
215236,inginer de cercetare în calculatoare,inginer de cercetare in calculatoare,2,21,215,2152
215237,asistent de cercetare în calculatoare,asistent de cercetare in calculatoare,2,21,215,2152
215238,cercetător în automatică,cercetator in automatica,2,21,215,2152
215239,inginer de cercetare în automatică,inginer de cercetare in automatica,2,21,215,2152
215240,asistent de cercetare în automatică,asistent de cercetare in automatica,2,21,215,2152
215241,ofițer punte,ofiter punte,2,21,215,2152
215242,inginer în instrumentație de măsură,inginer in instrumentatie de masura,2,21,215,2152
215301,inginer emisie,inginer emisie,2,21,215,2153
215302,inginer montaj,inginer montaj,2,21,215,2153
215303,inginer electrotehnist,inginer electrotehnist,2,21,215,2153
215304,inginer imagine,inginer imagine,2,21,215,2153
215305,inginer sunet,inginer sunet,2,21,215,2153
215306,inginer- șef car reportaj,inginer sef car reportaj,2,21,215,2153
215307,subinginer- șef car reportaj,subinginer sef car reportaj,2,21,215,2153
215308,inginer-șef schimb emisie,inginer sef schimb emisie,2,21,215,2153
215309,subinginer iluminat tehnologic,subinginer iluminat tehnologic,2,21,215,2153
215310,inginer proiectant comunicații,inginer proiectant comunicatii,2,21,215,2153
215311,subinginer proiectant comunicații,subinginer proiectant comunicatii,2,21,215,2153
215312,inginer/ inspector de specialitate/ referent de specialitate/ expert în serviciile de trafic aerian,inginer inspector de specialitate referent de specialitate expert in serviciile de trafic aerian,2,21,215,2153
215313,consilier tehnic,consilier tehnic,2,21,215,2153
215314,inginer iluminare,inginer iluminare,2,21,215,2153
215315,șef studio RTV,sef studio rtv,2,21,215,2153
215316,coordonator producție RTV,coordonator productie rtv,2,21,215,2153
216101,arhitect clădiri,arhitect cladiri,2,21,216,2161
216102,conductor arhitect,conductor arhitect,2,21,216,2161
216103,arhitect restaurări,arhitect restaurari,2,21,216,2161
216104,consilier arhitect,consilier arhitect,2,21,216,2161
216105,expert arhitect,expert arhitect,2,21,216,2161
216106,inspector de specialitate arhitect,inspector de specialitate arhitect,2,21,216,2161
216107,referent de specialitate arhitect,referent de specialitate arhitect,2,21,216,2161
216108,proiectant arhitect,proiectant arhitect,2,21,216,2161
216109,cercetător în arhitectură,cercetator in arhitectura,2,21,216,2161
216110,asistent de cercetare în arhitectură,asistent de cercetare in arhitectura,2,21,216,2161
216111,arhitect de interior,arhitect de interior,2,21,216,2161
216201,arhitect peisagistică și amenajarea teritoriului,arhitect peisagistica si amenajarea teritoriului,2,21,216,2162
216202,peisagist,peisagist,2,21,216,2162
216301,designer industrial,designer industrial,2,21,216,2163
216302,grafician industrial,grafician industrial,2,21,216,2163
216303,lucrător în ateliere de modele,lucrator in ateliere de modele,2,21,216,2163
216304,costumier,costumier,2,21,216,2163
216305,pictor creator costume,pictor creator costume,2,21,216,2163
216306,modelier confecții,modelier confectii,2,21,216,2163
216307,designer vestimentar,designer vestimentar,2,21,216,2163
216308,cercetător în arte plastice - design industrial,cercetator in arte plastice design industrial,2,21,216,2163
216309,asistent de cercetare în arte plastice - design industrial,asistent de cercetare in arte plastice design industrial,2,21,216,2163
216310,"cercetător în arte plastice - textile (tapiserie, contexturi, modă, imprimeuri)",cercetator in arte plastice textile tapiserie contexturi moda imprimeuri,2,21,216,2163
216311,"asistent de cercetare în arte plastice - textile (tapiserie, contexturi, modă, imprimeuri)",asistent de cercetare in arte plastice textile tapiserie contexturi moda imprimeuri,2,21,216,2163
216312,"cercetător în arte plastice-sticlă, ceramică, metal",cercetator in arte plastice sticla ceramica metal,2,21,216,2163
216313,"asistent de cercetare în arte plastice - sticlă, ceramică, metal",asistent de cercetare in arte plastice sticla ceramica metal,2,21,216,2163
216401,urbanist,urbanist,2,21,216,2164
216402,arhitect urbanism,arhitect urbanism,2,21,216,2164
216501,cartograf,cartograf,2,21,216,2165
216502,inginer geodez,inginer geodez,2,21,216,2165
216503,subinginer geodez,subinginer geodez,2,21,216,2165
216504,inginer topograf,inginer topograf,2,21,216,2165
216505,inginer topograf minier,inginer topograf minier,2,21,216,2165
216506,proiectant inginer geodez,proiectant inginer geodez,2,21,216,2165
216507,consilier cadastru,consilier cadastru,2,21,216,2165
216508,subinginer cadastru,subinginer cadastru,2,21,216,2165
216509,geomatician,geomatician,2,21,216,2165
216601,designer grafică (studii medii),designer grafica studii medii,2,21,216,2166
216602,animator film de animație (studii medii),animator film de animatie studii medii,2,21,216,2166
216603,intermediarist film desene animate (studii medii),intermediarist film desene animate studii medii,2,21,216,2166
216604,stilizator film desene animate (studii medii),stilizator film desene animate studii medii,2,21,216,2166
216605,asistent regizor studio,asistent regizor studio,2,21,216,2166
216606,asistent regizor emisie,asistent regizor emisie,2,21,216,2166
216607,designer florist,designer florist,2,21,216,2166
216609,art director,art director,2,21,216,2166
216610,designer pagini web (studii superioare),designer pagini web studii superioare,2,21,216,2166
216611,designer grafică (studii superioare),designer grafica studii superioare,2,21,216,2166
216612,grafician calculator (studii medii),grafician calculator studii medii,2,21,216,2166
216613,designer pagini web (studii medii),designer pagini web studii medii,2,21,216,2166
216614,designer jocuri digitale,designer jocuri digitale,2,21,216,2166
221101,medic medicină generală,medic medicina generala,2,22,221,2211
221102,medic rezident,medic rezident,2,22,221,2211
221103,consilier medic,consilier medic,2,22,221,2211
221104,expert medic,expert medic,2,22,221,2211
221105,inspector de specialitate medic,inspector de specialitate medic,2,22,221,2211
221106,referent de specialitate medic,referent de specialitate medic,2,22,221,2211
221107,medic primar,medic primar,2,22,221,2211
221108,medic medicină de familie,medic medicina de familie,2,22,221,2211
221109,cercetător în medicina generală,cercetator in medicina generala,2,22,221,2211
221110,asistent de cercetare în medicina generală,asistent de cercetare in medicina generala,2,22,221,2211
221201,medic specialist,medic specialist,2,22,221,2212
222101,asistent medical generalist,asistent medical generalist,2,22,222,2221
222102,asistent medical specializat,asistent medical specializat,2,22,222,2221
222201,moașă,moasa,2,22,222,2222
223001,cercetător în medicina tradițională,cercetator in medicina traditionala,2,22,223,2230
223002,asistent de cercetare în medicina tradițională,asistent de cercetare in medicina traditionala,2,22,223,2230
223003,instructor ergoterapie,instructor ergoterapie,2,22,223,2230
223004,tehnician homeopat,tehnician homeopat,2,22,223,2230
223005,instructor de educație sanitară,instructor de educatie sanitara,2,22,223,2230
223006,bioenergetician,bioenergetician,2,22,223,2230
223007,inforenergetician radiestezist,inforenergetician radiestezist,2,22,223,2230
223008,terapeut în terapii complementare,terapeut in terapii complementare,2,22,223,2230
225001,epizotolog,epizotolog,2,22,225,2250
225002,medic veterinar,medic veterinar,2,22,225,2250
225003,medic veterinar - oncologie comparată,medic veterinar oncologie comparata,2,22,225,2250
225004,cercetător în medicina veterinară,cercetator in medicina veterinara,2,22,225,2250
225005,asistent de cercetare în medicina veterinară,asistent de cercetare in medicina veterinara,2,22,225,2250
226101,medic stomatolog,medic stomatolog,2,22,226,2261
226102,medic stomatolog rezident,medic stomatolog rezident,2,22,226,2261
226103,medic stomatolog de specialitate,medic stomatolog de specialitate,2,22,226,2261
226104,cercetător în medicina stomatologică,cercetator in medicina stomatologica,2,22,226,2261
226105,asistent de cercetare în medicina stomatologică,asistent de cercetare in medicina stomatologica,2,22,226,2261
226201,farmacist,farmacist,2,22,226,2262
226202,farmacist rezident,farmacist rezident,2,22,226,2262
226203,farmacist de specialitate,farmacist de specialitate,2,22,226,2262
226204,asistent de farmacie licențiat,asistent de farmacie licentiat,2,22,226,2262
226205,farmacist primar,farmacist primar,2,22,226,2262
226301,inginer clinic,inginer clinic,2,22,226,2263
226302,specialist în domeniul securității și sănătății în muncă,specialist in domeniul securitatii si sanatatii in munca,2,22,226,2263
226303,coordonator în materie de securitate și sănătate în muncă (studii superioare),coordonator in materie de securitate si sanatate in munca studii superioare,2,22,226,2263
226304,"cercetător științific în bacteriologie, microbiochimie, farmacologie",cercetator stiintific in bacteriologie microbiochimie farmacologie,2,22,226,2263
